Topic,scopus_id,year
-1,2-s2.0-85074026225,2019
-1,2-s2.0-85073719800,2019
0,2-s2.0-85073709375,2019
1,2-s2.0-85071786507,2019
43,2-s2.0-85069935263,2019
-1,2-s2.0-85058549745,2019
-1,2-s2.0-85071609008,2019
28,2-s2.0-85071030353,2019
-1,2-s2.0-85067845658,2019
19,2-s2.0-85089704250,2019
-1,2-s2.0-85073551919,2019
22,2-s2.0-85073321414,2019
1,2-s2.0-85071453801,2019
1,2-s2.0-85069467752,2019
-1,2-s2.0-85067824440,2019
13,2-s2.0-85061604913,2019
-1,2-s2.0-85059308290,2019
35,2-s2.0-85038092781,2019
-1,2-s2.0-85068123637,2019
16,2-s2.0-85067035621,2019
14,2-s2.0-85073222083,2019
1,2-s2.0-85062619331,2019
-1,2-s2.0-85066879638,2019
-1,2-s2.0-85067000009,2019
-1,2-s2.0-85058125134,2019
-1,2-s2.0-85052154691,2019
37,2-s2.0-85038076554,2019
22,2-s2.0-85071757276,2019
-1,2-s2.0-85071547726,2019
11,2-s2.0-85071235111,2019
2,2-s2.0-85070301999,2019
51,2-s2.0-85069966713,2019
-1,2-s2.0-85068974870,2019
-1,2-s2.0-85068156588,2019
39,2-s2.0-85061736337,2019
-1,2-s2.0-85059442626,2019
2,2-s2.0-85055573904,2019
25,2-s2.0-85040916006,2019
5,2-s2.0-85065014094,2019
-1,2-s2.0-85066879219,2019
-1,2-s2.0-85020539163,2019
8,2-s2.0-85091718778,2019
35,2-s2.0-85069674049,2019
-1,2-s2.0-85067309836,2019
39,2-s2.0-85062358993,2019
45,2-s2.0-85061779218,2019
-1,2-s2.0-85058057400,2019
28,2-s2.0-85057292819,2019
2,2-s2.0-85056650371,2019
8,2-s2.0-85015245770,2019
1,2-s2.0-85070505546,2019
-1,2-s2.0-85066619870,2019
43,2-s2.0-85055028357,2019
1,2-s2.0-85054617224,2019
-1,2-s2.0-85062864815,2019
-1,2-s2.0-85077585024,2019
10,2-s2.0-85065698821,2019
0,2-s2.0-85073164061,2019
-1,2-s2.0-85066259119,2019
-1,2-s2.0-85065664999,2019
-1,2-s2.0-85061800057,2019
2,2-s2.0-85054041194,2019
-1,2-s2.0-85060592134,2019
2,2-s2.0-85065220360,2019
-1,2-s2.0-85045851085,2019
-1,2-s2.0-85044658549,2019
23,2-s2.0-85065050754,2019
2,2-s2.0-85063285257,2019
-1,2-s2.0-85062949821,2019
19,2-s2.0-85062359091,2019
-1,2-s2.0-85055594492,2019
10,2-s2.0-85055021353,2019
47,2-s2.0-85048232297,2019
4,2-s2.0-85064393083,2019
2,2-s2.0-85060955411,2019
16,2-s2.0-85032788207,2019
16,2-s2.0-85063918731,2019
22,2-s2.0-84994888218,2019
3,2-s2.0-85053274271,2019
-1,2-s2.0-85042921270,2019
4,2-s2.0-85083082235,2019
-1,2-s2.0-85060751150,2019
-1,2-s2.0-85047658370,2019
-1,2-s2.0-85064887436,2019
20,2-s2.0-85061807238,2019
27,2-s2.0-85061752413,2019
3,2-s2.0-85060200033,2019
-1,2-s2.0-85059697401,2019
21,2-s2.0-85019961754,2019
-1,2-s2.0-85061828577,2019
36,2-s2.0-85054011850,2019
13,2-s2.0-85052790284,2019
1,2-s2.0-85060385280,2019
6,2-s2.0-85061010590,2019
-1,2-s2.0-85064982529,2019
23,2-s2.0-85071103016,2019
12,2-s2.0-85063523415,2019
-1,2-s2.0-85125206023,2019
45,2-s2.0-85125176897,2019
-1,2-s2.0-85106849012,2019
7,2-s2.0-85092244435,2019
43,2-s2.0-85091742799,2019
15,2-s2.0-85089236427,2019
38,2-s2.0-85085178720,2019
27,2-s2.0-85084734679,2019
3,2-s2.0-85084023557,2019
5,2-s2.0-85081962028,2019
22,2-s2.0-85081040469,2019
-1,2-s2.0-85080917010,2019
-1,2-s2.0-85079686401,2019
-1,2-s2.0-85079414946,2019
11,2-s2.0-85078637324,2019
37,2-s2.0-85078290462,2019
30,2-s2.0-85078209367,2019
0,2-s2.0-85077690213,2019
7,2-s2.0-85077186431,2019
-1,2-s2.0-85077110197,2019
8,2-s2.0-85076286184,2019
-1,2-s2.0-85076223459,2019
-1,2-s2.0-85075699968,2019
0,2-s2.0-85075605829,2019
-1,2-s2.0-85075393315,2019
0,2-s2.0-85074590506,2019
7,2-s2.0-85074113204,2019
8,2-s2.0-85074011129,2019
41,2-s2.0-85073509151,2019
-1,2-s2.0-85072025744,2019
58,2-s2.0-85071949363,2019
-1,2-s2.0-85071863434,2019
-1,2-s2.0-85071626891,2019
21,2-s2.0-85071584945,2019
32,2-s2.0-85071442724,2019
3,2-s2.0-85070952652,2019
-1,2-s2.0-85070682774,2019
5,2-s2.0-85070419030,2019
13,2-s2.0-85069052656,2019
45,2-s2.0-85068603406,2019
-1,2-s2.0-85066297822,2019
-1,2-s2.0-85065949010,2019
5,2-s2.0-85065737145,2019
51,2-s2.0-85065503621,2019
-1,2-s2.0-85065176576,2019
37,2-s2.0-85065147957,2019
-1,2-s2.0-85064604560,2019
14,2-s2.0-85064343386,2019
-1,2-s2.0-85063752639,2019
-1,2-s2.0-85063042490,2019
-1,2-s2.0-85062835639,2019
42,2-s2.0-85062394291,2019
-1,2-s2.0-85061478670,2019
6,2-s2.0-85061117625,2019
6,2-s2.0-85061058170,2019
7,2-s2.0-85061012965,2019
30,2-s2.0-85060332327,2019
0,2-s2.0-85059988940,2019
4,2-s2.0-85057102886,2019
21,2-s2.0-85055046353,2019
52,2-s2.0-85054869533,2019
26,2-s2.0-85049824439,2019
10,2-s2.0-85045113511,2019
-1,2-s2.0-85041912165,2019
26,2-s2.0-84996479811,2019
2,2-s2.0-85058818406,2018
0,2-s2.0-85044789756,2018
30,2-s2.0-85060370066,2018
10,2-s2.0-85058006684,2018
25,2-s2.0-85105748189,2018
4,2-s2.0-85060942079,2018
-1,2-s2.0-85059021542,2018
17,2-s2.0-85056867738,2018
3,2-s2.0-85054708838,2018
10,2-s2.0-85044102405,2018
-1,2-s2.0-84992316583,2018
0,2-s2.0-85058386521,2018
0,2-s2.0-84994885655,2018
-1,2-s2.0-85048018727,2018
6,2-s2.0-85060559660,2018
40,2-s2.0-85058773216,2018
0,2-s2.0-85058362345,2018
8,2-s2.0-85054535888,2018
-1,2-s2.0-85048824077,2018
5,2-s2.0-85047384923,2018
-1,2-s2.0-85034441474,2018
12,2-s2.0-85050391165,2018
-1,2-s2.0-85055079414,2018
-1,2-s2.0-85053403511,2018
6,2-s2.0-85049692871,2018
-1,2-s2.0-85043482101,2018
19,2-s2.0-85055104772,2018
36,2-s2.0-85054269627,2018
3,2-s2.0-85052285885,2018
27,2-s2.0-85056278658,2018
10,2-s2.0-85054145750,2018
13,2-s2.0-85050151964,2018
-1,2-s2.0-85055626726,2018
-1,2-s2.0-85050523417,2018
-1,2-s2.0-85117109812,2018
15,2-s2.0-85058156781,2018
-1,2-s2.0-85055290371,2018
10,2-s2.0-85052506050,2018
20,2-s2.0-85051429848,2018
0,2-s2.0-85044046448,2018
5,2-s2.0-85052563753,2018
45,2-s2.0-85047406696,2018
-1,2-s2.0-85058231658,2018
58,2-s2.0-85035772860,2018
-1,2-s2.0-85050936471,2018
0,2-s2.0-85049978842,2018
15,2-s2.0-85049130977,2018
-1,2-s2.0-85052892817,2018
3,2-s2.0-85052855059,2018
52,2-s2.0-85052647671,2018
2,2-s2.0-85050660511,2018
5,2-s2.0-85050029689,2018
20,2-s2.0-85049903974,2018
6,2-s2.0-85044060249,2018
-1,2-s2.0-85050509561,2018
-1,2-s2.0-85051011936,2018
0,2-s2.0-85057048883,2018
14,2-s2.0-85052019557,2018
-1,2-s2.0-85049230289,2018
-1,2-s2.0-85047209926,2018
11,2-s2.0-85025580195,2018
25,2-s2.0-84964691834,2018
34,2-s2.0-85048837305,2018
35,2-s2.0-85060749590,2018
1,2-s2.0-85059627446,2018
-1,2-s2.0-85053117625,2018
8,2-s2.0-85049605814,2018
-1,2-s2.0-85049523010,2018
-1,2-s2.0-85046757439,2018
28,2-s2.0-85044296837,2018
-1,2-s2.0-85044229082,2018
-1,2-s2.0-85042098536,2018
0,2-s2.0-85051268482,2018
0,2-s2.0-85049687981,2018
32,2-s2.0-85047237919,2018
4,2-s2.0-85048338537,2018
0,2-s2.0-85047253907,2018
4,2-s2.0-85054628981,2018
-1,2-s2.0-84996520512,2018
-1,2-s2.0-85049016703,2018
58,2-s2.0-85049859119,2018
12,2-s2.0-85046272709,2018
33,2-s2.0-85041930187,2018
28,2-s2.0-85041842414,2018
-1,2-s2.0-85040736657,2018
51,2-s2.0-85033482825,2018
-1,2-s2.0-85016595802,2018
14,2-s2.0-85045669901,2018
3,2-s2.0-84974814448,2018
4,2-s2.0-85050536559,2018
53,2-s2.0-85018692321,2018
-1,2-s2.0-84978975940,2018
0,2-s2.0-85060144231,2018
34,2-s2.0-85045692036,2018
3,2-s2.0-85045300871,2018
10,2-s2.0-85044326173,2018
0,2-s2.0-85042903646,2018
9,2-s2.0-85042368704,2018
-1,2-s2.0-85037366830,2018
1,2-s2.0-85030167277,2018
13,2-s2.0-85060823364,2018
1,2-s2.0-85046082483,2018
0,2-s2.0-85044792447,2018
-1,2-s2.0-85044349880,2018
20,2-s2.0-85042091806,2018
3,2-s2.0-85042082648,2018
7,2-s2.0-85041306378,2018
10,2-s2.0-85040352185,2018
-1,2-s2.0-85039745674,2018
-1,2-s2.0-85032785238,2018
14,2-s2.0-84997702077,2018
8,2-s2.0-85052888675,2018
1,2-s2.0-85041501360,2018
21,2-s2.0-85041400169,2018
0,2-s2.0-85040104956,2018
-1,2-s2.0-85039903973,2018
-1,2-s2.0-85034744211,2018
-1,2-s2.0-84984876873,2018
-1,2-s2.0-85008419738,2018
8,2-s2.0-85126508150,2018
-1,2-s2.0-85126507204,2018
46,2-s2.0-85125177517,2018
0,2-s2.0-85116202613,2018
22,2-s2.0-85089238680,2018
0,2-s2.0-85086687288,2018
36,2-s2.0-85078179322,2018
-1,2-s2.0-85075053387,2018
27,2-s2.0-85072761649,2018
11,2-s2.0-85071561509,2018
18,2-s2.0-85066783035,2018
-1,2-s2.0-85066614814,2018
-1,2-s2.0-85065515151,2018
-1,2-s2.0-85065292122,2018
-1,2-s2.0-85064060964,2018
28,2-s2.0-85063533131,2018
45,2-s2.0-85063495224,2018
-1,2-s2.0-85062629547,2018
47,2-s2.0-85062533800,2018
-1,2-s2.0-85061397696,2018
-1,2-s2.0-85061350147,2018
-1,2-s2.0-85061247592,2018
1,2-s2.0-85060288466,2018
-1,2-s2.0-85060107118,2018
24,2-s2.0-85060050836,2018
17,2-s2.0-85059525342,2018
52,2-s2.0-85058599747,2018
17,2-s2.0-85058552372,2018
37,2-s2.0-85058390965,2018
-1,2-s2.0-85058163852,2018
-1,2-s2.0-85057625922,2018
0,2-s2.0-85057098477,2018
4,2-s2.0-85056477077,2018
42,2-s2.0-85054853650,2018
-1,2-s2.0-85054594646,2018
-1,2-s2.0-85054151677,2018
8,2-s2.0-85053824242,2018
13,2-s2.0-85052702171,2018
0,2-s2.0-85051988448,2018
0,2-s2.0-85051509479,2018
11,2-s2.0-85051482206,2018
-1,2-s2.0-85049866690,2018
43,2-s2.0-85049009109,2018
-1,2-s2.0-85048094449,2018
20,2-s2.0-85046878361,2018
-1,2-s2.0-85046787256,2018
5,2-s2.0-85046081307,2018
-1,2-s2.0-85045623334,2018
17,2-s2.0-85045283511,2018
-1,2-s2.0-85044836504,2018
0,2-s2.0-85044316923,2018
-1,2-s2.0-85044235294,2018
-1,2-s2.0-85043990882,2018
-1,2-s2.0-85043989450,2018
14,2-s2.0-85043459474,2018
-1,2-s2.0-85043289495,2018
-1,2-s2.0-85042564020,2018
30,2-s2.0-85042559210,2018
5,2-s2.0-85042480161,2018
11,2-s2.0-85041709937,2018
13,2-s2.0-85040115987,2018
-1,2-s2.0-85039969552,2018
0,2-s2.0-85038626339,2018
-1,2-s2.0-85038262858,2018
13,2-s2.0-85038247020,2018
0,2-s2.0-85028720118,2018
-1,2-s2.0-85020308942,2018
0,2-s2.0-84959572030,2018
24,2-s2.0-85046477249,2017
10,2-s2.0-85040676204,2017
4,2-s2.0-85037584434,2017
-1,2-s2.0-85033475288,2017
7,2-s2.0-85032737542,2017
3,2-s2.0-85031313689,2017
54,2-s2.0-85027870679,2017
42,2-s2.0-85018340688,2017
28,2-s2.0-85015276300,2017
15,2-s2.0-85035786400,2017
-1,2-s2.0-85043533900,2017
6,2-s2.0-85035778713,2017
-1,2-s2.0-85033589229,2017
-1,2-s2.0-85059826936,2017
0,2-s2.0-85018383892,2017
-1,2-s2.0-84928036925,2017
22,2-s2.0-85032195844,2017
24,2-s2.0-85030712523,2017
1,2-s2.0-85021051738,2017
1,2-s2.0-85010638982,2017
-1,2-s2.0-85040816513,2017
25,2-s2.0-85032511735,2017
-1,2-s2.0-85032281359,2017
28,2-s2.0-85031809033,2017
19,2-s2.0-85030780734,2017
2,2-s2.0-85029764425,2017
34,2-s2.0-85026752721,2017
15,2-s2.0-84958523052,2017
11,2-s2.0-85029668643,2017
0,2-s2.0-85058278285,2017
-1,2-s2.0-85027959845,2017
17,2-s2.0-85026818029,2017
30,2-s2.0-85026784178,2017
0,2-s2.0-85025117888,2017
-1,2-s2.0-85016486667,2017
33,2-s2.0-85010755944,2017
3,2-s2.0-84964374941,2017
48,2-s2.0-84982311188,2017
-1,2-s2.0-85027369106,2017
1,2-s2.0-85039963024,2017
22,2-s2.0-85032199719,2017
8,2-s2.0-85030184701,2017
-1,2-s2.0-85019665237,2017
-1,2-s2.0-85019661756,2017
34,2-s2.0-85019574748,2017
21,2-s2.0-85018843838,2017
-1,2-s2.0-84994508621,2017
-1,2-s2.0-85015718015,2017
9,2-s2.0-85028934626,2017
-1,2-s2.0-85013460462,2017
-1,2-s2.0-85010644752,2017
20,2-s2.0-84978708924,2017
25,2-s2.0-85062068665,2017
-1,2-s2.0-85026724212,2017
13,2-s2.0-85021405011,2017
10,2-s2.0-85020917511,2017
-1,2-s2.0-84994257560,2017
-1,2-s2.0-85029724358,2017
1,2-s2.0-85021089167,2017
-1,2-s2.0-85026901293,2017
14,2-s2.0-85026859867,2017
25,2-s2.0-85020519307,2017
15,2-s2.0-85011706628,2017
-1,2-s2.0-84964037947,2017
58,2-s2.0-85073835151,2017
-1,2-s2.0-85018397464,2017
-1,2-s2.0-85019169168,2017
-1,2-s2.0-85018949087,2017
49,2-s2.0-85018746237,2017
-1,2-s2.0-84980329083,2017
7,2-s2.0-84989229105,2017
-1,2-s2.0-84958053724,2017
3,2-s2.0-85050055233,2017
-1,2-s2.0-85016936943,2017
11,2-s2.0-85008414364,2017
-1,2-s2.0-84988661375,2017
3,2-s2.0-85018970998,2017
9,2-s2.0-85018936811,2017
-1,2-s2.0-85017132092,2017
10,2-s2.0-85015967453,2017
12,2-s2.0-85012118608,2017
-1,2-s2.0-85011596046,2017
34,2-s2.0-84997751418,2017
17,2-s2.0-84961782798,2017
9,2-s2.0-85028292677,2017
1,2-s2.0-85028288017,2017
45,2-s2.0-85015973193,2017
-1,2-s2.0-85028177117,2017
-1,2-s2.0-85018739626,2017
6,2-s2.0-85018177463,2017
0,2-s2.0-85017023762,2017
14,2-s2.0-85016246002,2017
21,2-s2.0-85016051719,2017
52,2-s2.0-85008263904,2017
13,2-s2.0-85007240189,2017
-1,2-s2.0-84992363255,2017
-1,2-s2.0-84962891422,2017
43,2-s2.0-84975138828,2017
-1,2-s2.0-85014055295,2017
0,2-s2.0-85013339821,2017
-1,2-s2.0-85008627379,2017
-1,2-s2.0-85006355627,2017
3,2-s2.0-85042692225,2017
15,2-s2.0-84989249049,2017
2,2-s2.0-84965002827,2017
27,2-s2.0-85090774692,2017
36,2-s2.0-85077007789,2017
-1,2-s2.0-85075980891,2017
2,2-s2.0-85068233594,2017
17,2-s2.0-85064124220,2017
39,2-s2.0-85059827331,2017
37,2-s2.0-85057637392,2017
-1,2-s2.0-85053708439,2017
16,2-s2.0-85048421240,2017
21,2-s2.0-85046817975,2017
-1,2-s2.0-85044934619,2017
58,2-s2.0-85044930607,2017
41,2-s2.0-85044432087,2017
-1,2-s2.0-85044189687,2017
0,2-s2.0-85043340746,2017
-1,2-s2.0-85043334655,2017
9,2-s2.0-85043317945,2017
1,2-s2.0-85043305555,2017
-1,2-s2.0-85043303513,2017
-1,2-s2.0-85043229569,2017
8,2-s2.0-85042227037,2017
11,2-s2.0-85042148503,2017
0,2-s2.0-85041394656,2017
1,2-s2.0-85040997004,2017
-1,2-s2.0-85040310723,2017
0,2-s2.0-85039747602,2017
0,2-s2.0-85038882061,2017
1,2-s2.0-85037832681,2017
-1,2-s2.0-85036645532,2017
41,2-s2.0-85035115654,2017
37,2-s2.0-85035089483,2017
-1,2-s2.0-85035069270,2017
-1,2-s2.0-85035022260,2017
54,2-s2.0-85034948564,2017
6,2-s2.0-85034430932,2017
30,2-s2.0-85033219714,2017
12,2-s2.0-85032995620,2017
-1,2-s2.0-85032264661,2017
-1,2-s2.0-85032191650,2017
8,2-s2.0-85031780889,2017
20,2-s2.0-85031307050,2017
-1,2-s2.0-85031304969,2017
-1,2-s2.0-85030177285,2017
8,2-s2.0-85029232867,2017
16,2-s2.0-85028650277,2017
-1,2-s2.0-85028646943,2017
-1,2-s2.0-85028636177,2017
44,2-s2.0-85028571624,2017
-1,2-s2.0-85027875909,2017
-1,2-s2.0-85027836762,2017
-1,2-s2.0-85027363557,2017
12,2-s2.0-85027333182,2017
14,2-s2.0-85027066702,2017
-1,2-s2.0-85026749639,2017
-1,2-s2.0-85026741869,2017
5,2-s2.0-85025691698,2017
8,2-s2.0-85025630219,2017
-1,2-s2.0-85025596864,2017
11,2-s2.0-85022229251,2017
35,2-s2.0-85021836582,2017
-1,2-s2.0-85021761665,2017
12,2-s2.0-85021417742,2017
7,2-s2.0-85021327567,2017
0,2-s2.0-85021080023,2017
11,2-s2.0-85020626300,2017
33,2-s2.0-85020302141,2017
17,2-s2.0-85019770892,2017
15,2-s2.0-85019693482,2017
1,2-s2.0-85019326574,2017
25,2-s2.0-85019124120,2017
-1,2-s2.0-85018997190,2017
55,2-s2.0-85018951413,2017
35,2-s2.0-85017146386,2017
25,2-s2.0-85016263708,2017
24,2-s2.0-85016258302,2017
-1,2-s2.0-85015994511,2017
0,2-s2.0-85015795541,2017
-1,2-s2.0-85013751927,2017
27,2-s2.0-85010384432,2017
5,2-s2.0-85010066583,2017
-1,2-s2.0-85009502219,2017
13,2-s2.0-85008881507,2017
-1,2-s2.0-85008689670,2017
10,2-s2.0-84997206928,2017
5,2-s2.0-84993982629,2017
52,2-s2.0-84992507411,2017
14,2-s2.0-84977607902,2017
7,2-s2.0-84964334146,2017
17,2-s2.0-84962304001,2017
-1,2-s2.0-84946593957,2017
3,2-s2.0-85009911218,2016
2,2-s2.0-85010988858,2016
20,2-s2.0-84996598267,2016
15,2-s2.0-84995666070,2016
11,2-s2.0-84994745357,2016
13,2-s2.0-84969245813,2016
15,2-s2.0-84959346592,2016
4,2-s2.0-85007342264,2016
0,2-s2.0-85019257789,2016
-1,2-s2.0-85006314346,2016
2,2-s2.0-84994177291,2016
-1,2-s2.0-84991720129,2016
27,2-s2.0-84991688566,2016
25,2-s2.0-84988956162,2016
1,2-s2.0-84984848162,2016
-1,2-s2.0-84941312662,2016
9,2-s2.0-85018314493,2016
19,2-s2.0-85028283344,2016
2,2-s2.0-85027956694,2016
30,2-s2.0-84991826495,2016
13,2-s2.0-84991817995,2016
-1,2-s2.0-84991575766,2016
7,2-s2.0-84988028088,2016
28,2-s2.0-84987654225,2016
-1,2-s2.0-84963642459,2016
-1,2-s2.0-84983493584,2016
1,2-s2.0-85049017197,2016
32,2-s2.0-85021721186,2016
6,2-s2.0-84990068173,2016
-1,2-s2.0-84988360240,2016
24,2-s2.0-84958817760,2016
3,2-s2.0-84940486252,2016
20,2-s2.0-84954216416,2016
-1,2-s2.0-84936970947,2016
-1,2-s2.0-84993929545,2016
42,2-s2.0-84984920718,2016
-1,2-s2.0-84979031741,2016
-1,2-s2.0-84963976360,2016
14,2-s2.0-84962888160,2016
-1,2-s2.0-84978842974,2016
-1,2-s2.0-84978818932,2016
12,2-s2.0-84975070363,2016
24,2-s2.0-84962082243,2016
-1,2-s2.0-85027951405,2016
51,2-s2.0-85017510356,2016
-1,2-s2.0-84980332105,2016
6,2-s2.0-84978811408,2016
11,2-s2.0-84976604840,2016
9,2-s2.0-84964786370,2016
53,2-s2.0-84916620626,2016
12,2-s2.0-84969833552,2016
12,2-s2.0-84967110090,2016
-1,2-s2.0-84976547620,2016
35,2-s2.0-84967102543,2016
2,2-s2.0-84959016574,2016
-1,2-s2.0-84955602253,2016
11,2-s2.0-84950103799,2016
21,2-s2.0-84966713055,2016
-1,2-s2.0-84961211871,2016
44,2-s2.0-84963814093,2016
0,2-s2.0-84995777289,2016
-1,2-s2.0-84977495168,2016
-1,2-s2.0-84964906394,2016
-1,2-s2.0-84960956138,2016
6,2-s2.0-84960840153,2016
5,2-s2.0-84960392066,2016
-1,2-s2.0-84962178601,2016
-1,2-s2.0-84962550013,2016
-1,2-s2.0-84961589891,2016
1,2-s2.0-84964864239,2016
27,2-s2.0-84959472072,2016
12,2-s2.0-84958166159,2016
6,2-s2.0-84944712206,2016
14,2-s2.0-84953354418,2016
2,2-s2.0-84960465002,2016
11,2-s2.0-85048009335,2016
0,2-s2.0-84978037340,2016
9,2-s2.0-84960348030,2016
21,2-s2.0-84953347748,2016
7,2-s2.0-84988378152,2016
12,2-s2.0-84961956235,2016
2,2-s2.0-84959547779,2016
13,2-s2.0-84959547227,2016
28,2-s2.0-84959514171,2016
34,2-s2.0-84959466048,2016
6,2-s2.0-84957108677,2016
30,2-s2.0-84949032689,2016
-1,2-s2.0-84908133388,2016
10,2-s2.0-85014946520,2016
15,2-s2.0-84924454955,2016
0,2-s2.0-84945938389,2016
14,2-s2.0-84956663707,2016
35,2-s2.0-84962251051,2016
8,2-s2.0-84959288190,2016
-1,2-s2.0-84959199414,2016
23,2-s2.0-84955672030,2016
13,2-s2.0-84955596540,2016
32,2-s2.0-84954443932,2016
47,2-s2.0-84954421558,2016
19,2-s2.0-84953236240,2016
1,2-s2.0-84952836795,2016
8,2-s2.0-84961566805,2016
-1,2-s2.0-84949681974,2016
19,2-s2.0-84961204520,2016
-1,2-s2.0-84958171795,2016
-1,2-s2.0-85125257233,2016
-1,2-s2.0-85125108779,2016
-1,2-s2.0-85125094929,2016
45,2-s2.0-85125054774,2016
25,2-s2.0-85113662049,2016
43,2-s2.0-85062929454,2016
37,2-s2.0-85062609704,2016
0,2-s2.0-85044394162,2016
54,2-s2.0-85043503681,2016
-1,2-s2.0-85043392498,2016
-1,2-s2.0-85042639162,2016
-1,2-s2.0-85027951999,2016
-1,2-s2.0-85026250941,2016
7,2-s2.0-85019941053,2016
15,2-s2.0-85019006821,2016
2,2-s2.0-85018355301,2016
22,2-s2.0-85016209408,2016
10,2-s2.0-85014897991,2016
-1,2-s2.0-85014004133,2016
-1,2-s2.0-85013914328,2016
-1,2-s2.0-85013058557,2016
-1,2-s2.0-85011596216,2016
53,2-s2.0-85010403589,2016
37,2-s2.0-85009962409,2016
21,2-s2.0-85009250870,2016
13,2-s2.0-85007530293,2016
-1,2-s2.0-84996599533,2016
9,2-s2.0-84994475060,2016
-1,2-s2.0-84994469182,2016
-1,2-s2.0-84994242601,2016
-1,2-s2.0-84994235761,2016
-1,2-s2.0-84994176710,2016
26,2-s2.0-84994106520,2016
7,2-s2.0-84994092341,2016
11,2-s2.0-84992904652,2016
-1,2-s2.0-84992690731,2016
1,2-s2.0-84992217961,2016
0,2-s2.0-84988566131,2016
-1,2-s2.0-84988322668,2016
-1,2-s2.0-84987631692,2016
-1,2-s2.0-84987624278,2016
10,2-s2.0-84979901480,2016
56,2-s2.0-84979086864,2016
-1,2-s2.0-84979085523,2016
43,2-s2.0-84979018846,2016
0,2-s2.0-84978287566,2016
0,2-s2.0-84976599834,2016
5,2-s2.0-84976591586,2016
-1,2-s2.0-84974735963,2016
5,2-s2.0-84971644029,2016
-1,2-s2.0-84971440103,2016
32,2-s2.0-84971283845,2016
49,2-s2.0-84969917171,2016
8,2-s2.0-84969915673,2016
-1,2-s2.0-84969872536,2016
-1,2-s2.0-84969847998,2016
10,2-s2.0-84969750861,2016
-1,2-s2.0-84968832468,2016
10,2-s2.0-84968619427,2016
0,2-s2.0-84966457189,2016
10,2-s2.0-84963625832,2016
0,2-s2.0-84962218838,2016
-1,2-s2.0-84959376578,2016
-1,2-s2.0-84958225484,2016
23,2-s2.0-84958019647,2016
2,2-s2.0-84956467721,2016
10,2-s2.0-84955681883,2016
-1,2-s2.0-84955117698,2016
-1,2-s2.0-84954382066,2016
16,2-s2.0-84953792197,2016
42,2-s2.0-84952015364,2016
6,2-s2.0-84951944140,2016
-1,2-s2.0-84947018906,2016
24,2-s2.0-84919595007,2015
10,2-s2.0-85011591084,2015
14,2-s2.0-84944355008,2015
